# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  101       3.671499246002e-10       1.063497931599e-13      -3.199708562432e-12       4.168070440495e-16       9.906882342399e-12       1.369366950785e-12      -7.104980073181e-15 
  102       3.713848653777e-10       1.083178726356e-13      -3.288742745890e-12       4.252120698843e-16       9.655515340219e-12       1.341611544514e-12      -7.021515016135e-15 
  103       3.756453215051e-10       1.102628520111e-13      -3.377746976925e-12       4.337095396373e-16       9.411938314143e-12       1.314674952953e-12      -6.941643772421e-15 
  104       3.799302228149e-10       1.121827055837e-13      -3.466649674124e-12       4.423001550684e-16       9.175377288052e-12       1.288481850518e-12      -6.867006924201e-15 
  105       3.842392750465e-10       1.140755949287e-13      -3.555380471352e-12       4.509845661465e-16       8.945729918623e-12       1.263021344940e-12      -6.797645404868e-15 
  106       3.885723035146e-10       1.159397301327e-13      -3.643868712902e-12       4.597634253324e-16       8.723033360978e-12       1.238295153624e-12      -6.733139082182e-15 
  107       3.929290195173e-10       1.177733216549e-13      -3.732042940089e-12       4.686374068869e-16       8.507276119606e-12       1.214299258429e-12      -6.673005875881e-15 
  108       3.973090159155e-10       1.195745813196e-13      -3.819830915286e-12       4.776072072217e-16       8.298396375503e-12       1.191023709281e-12      -6.616700007148e-15 
  109       4.017117627120e-10       1.213417233087e-13      -3.907159645976e-12       4.866735452494e-16       8.096280313316e-12       1.168452427776e-12      -6.563610248081e-15 
  110       4.061366026297e-10       1.230729651536e-13      -3.993955408792e-12       4.958371627338e-16       7.900760448484e-12       1.146563010796e-12      -6.513058171154e-15 
  111       4.105827466912e-10       1.247665287277e-13      -4.080143773567e-12       5.050988246401e-16       7.711613954380e-12       1.125326534116e-12      -6.464296398690e-15 
  112       4.150492697974e-10       1.264206412385e-13      -4.165649627377e-12       5.144593194850e-16       7.528560989456e-12       1.104707356011e-12      -6.416506852323e-15 
  113       4.195351063066e-10       1.280335362202e-13      -4.250397198585e-12       5.239194596873e-16       7.351263024380e-12       1.084662920869e-12      -6.368799002469e-15 
  114       4.240390456133e-10       1.296034545257e-13      -4.334310080890e-12       5.334800819177e-16       7.179321169185e-12       1.065143562797e-12      -6.320208117788e-15 
  115       4.285597277272e-10       1.311286453186e-13      -4.417311257369e-12       5.431420474496e-16       7.012274500406e-12       1.046092309235e-12      -6.269693514656e-15 
  116       4.330958351178e-10       1.326074147182e-13      -4.499324085163e-12       5.529062163658e-16       6.849701124414e-12       1.027457641511e-12      -6.216360251148e-15 
  117       4.376467041630e-10       1.340382763196e-13      -4.580275333942e-12       5.627733658752e-16       6.691538883625e-12       1.009233956475e-12      -6.160158530016e-15 
  118       4.422117800849e-10       1.354198209221e-13      -4.660092563734e-12       5.727442626769e-16       6.537800682241e-12       9.914256783416e-13      -6.101266438498e-15 
  119       4.467904246795e-10       1.367506719131e-13      -4.738703229524e-12       5.828196883317e-16       6.388474482773e-12       9.740346609792e-13      -6.039874335112e-15 
  120       4.513819136308e-10       1.380294866815e-13      -4.816034713795e-12       5.930004393817e-16       6.243522541553e-12       9.570601060787e-13      -5.976185074750e-15 
  121       4.559854338254e-10       1.392549580317e-13      -4.892014359063e-12       6.032873274691e-16       6.102880644240e-12       9.404984813248e-13      -5.910414233787e-15 
  122       4.606000806662e-10       1.404258155965e-13      -4.966569500421e-12       6.136811794555e-16       5.966457341330e-12       9.243434385681e-13      -5.842790335186e-15 
  123       4.652248553871e-10       1.415408272513e-13      -5.039627498073e-12       6.241828375407e-16       5.834133183664e-12       9.085857319961e-13      -5.773555073595e-15 
  124       4.698586623673e-10       1.425988005276e-13      -5.111115769876e-12       6.347931593821e-16       5.705759957935e-12       8.932131363043e-13      -5.702963540456e-15 
  125       4.745003064450e-10       1.435985840262e-13      -5.180961823880e-12       6.455130182136e-16       5.581159922197e-12       8.782103648679e-13      -5.631284449109e-15 
  126       4.791484902323e-10       1.445390688315e-13      -5.249093290864e-12       6.563433029647e-16       5.460125041375e-12       8.635589879126e-13      -5.558800359892e-15 
  127       4.838018114291e-10       1.454191899243e-13      -5.315437956877e-12       6.672849183796e-16       5.342416222770e-12       8.492373506867e-13      -5.485807905247e-15 
  128       4.884587601375e-10       1.462379275960e-13      -5.379923795777e-12       6.783387851366e-16       5.227762551570e-12       8.352204916315e-13      -5.412618014822e-15 
  129       4.931178698091e-10       1.469943492476e-13      -5.442479683502e-12       6.895058126329e-16       5.115919521561e-12       8.214860709481e-13      -5.339510810843e-15 
  130       4.977781945142e-10       1.476877369702e-13      -5.503037560373e-12       7.007868137137e-16       5.006852573487e-12       8.080330654266e-13      -5.266594221727e-15 
  131       5.024388791978e-10       1.483174766964e-13      -5.561530568594e-12       7.121825807705e-16       4.900572340070e-12       7.948649793703e-13      -5.193930211404e-15 
  132       5.070990091689e-10       1.488830207559e-13      -5.617892428832e-12       7.236939121605e-16       4.797077116663e-12       7.819839795981e-13      -5.121578620443e-15 
  133       5.117576085145e-10       1.493838895772e-13      -5.672057477636e-12       7.353216121302e-16       4.696352518906e-12       7.693908566249e-13      -5.049597066788e-15 
  134       5.164136385126e-10       1.498196733909e-13      -5.723960704848e-12       7.470664907388e-16       4.598371140382e-12       7.570849858405e-13      -4.978040846499e-15 
  135       5.210659960462e-10       1.501900339318e-13      -5.773537791028e-12       7.589293637817e-16       4.503092210273e-12       7.450642886893e-13      -4.906962834496e-15 
  136       5.257135120167e-10       1.504947061418e-13      -5.820725144867e-12       7.709110527143e-16       4.410461251018e-12       7.333251938497e-13      -4.836413385296e-15 
  137       5.303549497578e-10       1.507334998720e-13      -5.865459940602e-12       7.830123845748e-16       4.320409735970e-12       7.218625984139e-13      -4.766440233752e-15 
  138       5.349890034486e-10       1.509063015860e-13      -5.907680155441e-12       7.952341919086e-16       4.232854747049e-12       7.106698290672e-13      -4.697088395800e-15 
  139       5.396142965277e-10       1.510130760620e-13      -5.947324606971e-12       8.075773126910e-16       4.147698632401e-12       6.997386032675e-13      -4.628400069193e-15 
  140       5.442293801066e-10       1.510538680952e-13      -5.984332990582e-12       8.200425902513e-16       4.064828664054e-12       6.890589904248e-13      -4.560414534246e-15 
  141       5.488327313831e-10       1.510288042012e-13      -6.018645916882e-12       8.326308731958e-16       3.984116695576e-12       6.786193730808e-13      -4.493168054575e-15 
  142       5.534227520553e-10       1.509380943175e-13      -6.050204949111e-12       8.453430153318e-16       3.905418819727e-12       6.684064080882e-13      -4.426693777837e-15 
  143       5.579977667348e-10       1.507820335069e-13      -6.078952640567e-12       8.581798755907e-16       3.828575026119e-12       6.584049877907e-13      -4.361021636469e-15 
  144       5.625561593512e-10       1.505610152932e-13      -6.104833142405e-12       8.711422677339e-16       3.753442749955e-12       6.486014198927e-13      -4.296170122300e-15 
  145       5.670968008692e-10       1.502755695557e-13      -6.127794015625e-12       8.842308040421e-16       3.680001968599e-12       6.389934023439e-13      -4.232120905970e-15 
  146       5.716186609192e-10       1.499263316245e-13      -6.147784669685e-12       8.974460359992e-16       3.608259863576e-12       6.295809626271e-13      -4.168841514988e-15 
  147       5.761206728068e-10       1.495140327366e-13      -6.164755848484e-12       9.107885027634e-16       3.538217713602e-12       6.203633072283e-13      -4.106293090512e-15 
  148       5.806017327194e-10       1.490395018048e-13      -6.178659671061e-12       9.242587308032e-16       3.469870747017e-12       6.113388013142e-13      -4.044430241390e-15 
  149       5.850606989331e-10       1.485036671879e-13      -6.189449672287e-12       9.378572335313e-16       3.403207994214e-12       6.025049484103e-13      -3.983200898195e-15 
  150       5.894963910188e-10       1.479075584593e-13      -6.197080843559e-12       9.515845109404e-16       3.338212140079e-12       5.938583700784e-13      -3.922546167266e-15 
  151       5.939075890495e-10       1.472523081773e-13      -6.201509673499e-12       9.654410492374e-16       3.274859376417e-12       5.853947855942e-13      -3.862400184748e-15 
  152       5.982930328066e-10       1.465391536539e-13      -6.202694188650e-12       9.794273204786e-16       3.213119254390e-12       5.771089916255e-13      -3.802689970628e-15 
  153       6.026514209864e-10       1.457694387244e-13      -6.200593994165e-12       9.935437822047e-16       3.152954536944e-12       5.689948419095e-13      -3.743335282773e-15 
  154       6.069814104071e-10       1.449446155171e-13      -6.195170314511e-12       1.007790877075e-15       3.094321051247e-12       5.610452269304e-13      -3.684248470973e-15 
  155       6.112816152154e-10       1.440662462223e-13      -6.186386034156e-12       1.022169032504e-15       3.037167541121e-12       5.532520535979e-13      -3.625334330977e-15 
  156       6.155506060928e-10       1.431360048623e-13      -6.174205738271e-12       1.036678660294e-15       2.981435519470e-12       5.456062249240e-13      -3.566489958528e-15 
  157       6.197869094626e-10       1.421556790602e-13      -6.158595753423e-12       1.051320156272e-15       2.927059120719e-12       5.380976197014e-13      -3.507604603410e-15 
  158       6.239890066965e-10       1.411271718098e-13      -6.139524188267e-12       1.066093899922e-15       2.873964953244e-12       5.307150721809e-13      -3.448559523479e-15 
  159       6.281553333211e-10       1.400525032450e-13      -6.116960974248e-12       1.081000254024e-15       2.822071951802e-12       5.234463517492e-13      -3.389227838705e-15 
  160       6.322842782247e-10       1.389338124089e-13      -6.090877906292e-12       1.096039564285e-15       2.771291229969e-12       5.162781426068e-13      -3.329474385210e-15 
  161       6.363742928850e-10       1.377733096173e-13      -6.061248509916e-12       1.111212121967e-15       2.721544292264e-12       5.091990475741e-13      -3.269190126182e-15 
